drive,seed,mode,separation,within_corr,across_corr,internal_spread,broken,collective_mean_norm,max_update_speed
1.3,43,random_matched,0.018639148082001622,0.14766209024063812,0.1290229421586365,1.5068688445429856,2,5.188469984322229e-16,3.0000000000008913
1.3,44,stress,0.040115573520844966,0.1653032653696951,0.12518769184885015,0.6269391828474439,3,4.825179074965119e-16,3.0000000000009237
1.3,44,random_matched,0.026658890191419815,0.17650635034657497,0.14984746015515515,1.1897046606186017,3,8.899114524108741e-16,3.0000000000008558
1.3,45,stress,0.03277915527129653,0.13741554138994963,0.1046363861186531,0.46484325839701895,1,7.745772886677175e-16,3.000000000000847
1.3,45,random_matched,0.0271333310579671,0.1422132213173164,0.1150798902593493,0.5894564564235293,1,8.513972237587735e-16,3.000000000000847
1.3,46,stress,-0.002034087213621777,0.14872071244310484,0.1507547996567266,0.7603413385345793,3,3.803402924291426e-16,3.0000000000009863
1.3,46,random_matched,0.04164348473419566,0.17116484644770155,0.1295213617135059,0.6150954575199522,3,5.088522196198634e-16,3.0000000000009717
1.3,47,stress,0.00045593071494900994,0.14655390185104175,0.14609797113609274,0.4788658898562259,2,8.704617387140845e-16,3.000000000000979
1.3,47,random_matched,-0.006323790057782108,0.14591543747805685,0.15223922753583896,1.5951357663302503,2,9.829882004002295e-16,3.000000000000964
1.3,48,stress,0.049472116578348324,0.18467834738429761,0.1352062308059493,0.3170051407064134,3,1.353809636531411e-15,3.0000000000009615
1.3,48,random_matched,0.03482447421927945,0.17821115617110428,0.14338668195182483,0.3895918302582875,3,6.793661837047814e-16,3.000000000000799
1.3,49,stress,0.044361450295266114,0.16887429498084086,0.12451284468557475,0.5778948285050438,4,1.655022768831515e-16,3.000000000000986
1.3,49,random_matched,0.03852202247006292,0.17200215103633898,0.13348012856627606,0.42743992419867405,4,8.612183351538266e-16,3.0000000000009233
1.3,50,stress,0.04978428465708515,0.18088390961446418,0.13109962495737904,0.1776690081402727,5,1.0236168651566236e-15,3.000000000000991
1.3,50,random_matched,0.048408155827956115,0.1716286878179064,0.1232205319899503,0.2567094668312572,5,1.6707499551869072e-15,3.000000000000991
1.3,51,stress,0.06897577657456316,0.2052434258016469,0.13626764922708373,0.4539182890386277,8,1.1183656398192316e-15,3.0000000000009956
1.3,51,random_matched,0.08395227804094538,0.20915433185047785,0.12520205380953248,0.17679899486600265,8,1.3549788252082567e-15,3.000000000000984
1.3,52,stress,0.06678606596458161,0.19741625621077105,0.13063019024618944,0.32392333913410065,4,7.513967412811426e-16,3.0000000000009783
1.3,52,random_matched,0.07889610510775119,0.2195688034234064,0.1406726983156552,0.32089029560166665,4,1.0333232603546133e-15,3.0000000000009694
1.3,53,stress,0.09920102020744737,0.244677046874407,0.14547602666695963,0.22215765562134365,7,6.975956554505238e-16,3.00000000000099
1.3,53,random_matched,0.08961435127907919,0.23147682808812223,0.14186247680904304,0.3138629551716292,7,7.459086818853017e-16,3.000000000000977
1.3,54,stress,0.027246964652812733,0.1451244490964388,0.11787748444362606,0.9501220251908516,2,7.183756873735093e-16,3.00000000000097
1.3,54,random_matched,0.047644668135936985,0.16725034260706576,0.11960567447112877,0.5800076290624572,2,4.2841699744536696e-16,3.0000000000009837
1.3,55,stress,0.03137941343448694,0.18325302221316583,0.1518736087786789,0.7201940904707517,2,6.50860193035935e-16,3.0000000000009814
1.3,55,random_matched,0.05484967187068929,0.19650066074360586,0.14165098887291658,0.5660497572720956,2,4.556011957422143e-17,3.0000000000009366
