drive,finite_pairs,mean_paired_difference,median_paired_difference,paired_standardized_effect,fraction_stress_gt_random,mean_difference_ci95_low,mean_difference_ci95_high
1.3,61,-0.006178045497353867,-0.0014694387927057934,-0.22958093864050705,0.47540983606557374,-0.012931196005090292,0.0005751050103825562
1.4,64,-0.01846778271338457,-0.013600524378092366,-0.2728985291041995,0.40625,-0.035047596388567887,-0.001887969038201251
