model,seed,family,direction,normalized_trajectory_l2_error,memory_rms
adr,26090438,heldout_two_lobe_mode,plus,1.8952898762252573e-05,0.0015132658141173653
adr,26090438,heldout_two_lobe_mode,minus,1.9231047779232023e-05,0.0015475966141568723
adr,26090439,heldout_harmonic_mode,plus,2.6197091035131873e-05,0.0019197461139617755
adr,26090439,heldout_harmonic_mode,minus,2.6224389647467383e-05,0.0019197461139617753
adr,26090439,heldout_two_lobe_mode,plus,1.8952898762244825e-05,0.0015132658141173653
adr,26090439,heldout_two_lobe_mode,minus,1.923104777924999e-05,0.0015475966141568723
adr,26090440,heldout_harmonic_mode,plus,2.6197091035124758e-05,0.0019197461139617753
adr,26090440,heldout_harmonic_mode,minus,2.6224389647466455e-05,0.0019197461139617757
adr,26090440,heldout_two_lobe_mode,plus,1.8952898762245028e-05,0.0015132658141173653
adr,26090440,heldout_two_lobe_mode,minus,1.923104777923946e-05,0.0015475966141568725
adr,26090441,heldout_harmonic_mode,plus,2.6197091035139757e-05,0.0019197461139617755
adr,26090441,heldout_harmonic_mode,minus,2.6224389647461918e-05,0.0019197461139617753
adr,26090441,heldout_two_lobe_mode,plus,1.8952898762232956e-05,0.0015132658141173653
adr,26090441,heldout_two_lobe_mode,minus,1.923104777922935e-05,0.0015475966141568723
adr,26090442,heldout_harmonic_mode,plus,2.6197091035126e-05,0.0019197461139617757
adr,26090442,heldout_harmonic_mode,minus,2.6224389647460217e-05,0.0019197461139617753
adr,26090442,heldout_two_lobe_mode,plus,1.895289876225544e-05,0.0015132658141173653
adr,26090442,heldout_two_lobe_mode,minus,1.923104777923134e-05,0.0015475966141568725
adr,26090443,heldout_harmonic_mode,plus,2.6197091035125e-05,0.001919746113961776
adr,26090443,heldout_harmonic_mode,minus,2.622438964746049e-05,0.001919746113961775
adr,26090443,heldout_two_lobe_mode,plus,1.895289876224861e-05,0.0015132658141173655
adr,26090443,heldout_two_lobe_mode,minus,1.9231047779242987e-05,0.0015475966141568725
adr,26090444,heldout_harmonic_mode,plus,2.61970910351302e-05,0.0019197461139617755
adr,26090444,heldout_harmonic_mode,minus,2.6224389647454945e-05,0.0019197461139617753
adr,26090444,heldout_two_lobe_mode,plus,1.895289876223548e-05,0.0015132658141173655
adr,26090444,heldout_two_lobe_mode,minus,1.9231047779229665e-05,0.0015475966141568723
adr,26090445,heldout_harmonic_mode,plus,2.619709103512076e-05,0.0019197461139617755
adr,26090445,heldout_harmonic_mode,minus,2.622438964747572e-05,0.0019197461139617753
adr,26090445,heldout_two_lobe_mode,plus,1.895289876225428e-05,0.0015132658141173655
adr,26090445,heldout_two_lobe_mode,minus,1.923104777922412e-05,0.0015475966141568723
adr,26090446,heldout_harmonic_mode,plus,2.619709103512633e-05,0.0019197461139617755
adr,26090446,heldout_harmonic_mode,minus,2.622438964745391e-05,0.0019197461139617755
adr,26090446,heldout_two_lobe_mode,plus,1.895289876223728e-05,0.0015132658141173653
adr,26090446,heldout_two_lobe_mode,minus,1.9231047779218197e-05,0.0015475966141568723
adr,26090447,heldout_harmonic_mode,plus,2.6197091035122898e-05,0.0019197461139617755
adr,26090447,heldout_harmonic_mode,minus,2.6224389647429825e-05,0.0019197461139617757
adr,26090447,heldout_two_lobe_mode,plus,1.8952898762241213e-05,0.0015132658141173655
adr,26090447,heldout_two_lobe_mode,minus,1.923104777921455e-05,0.0015475966141568725
advection_diffusion,26090424,heldout_harmonic_mode,plus,0.04861944532792958,0.001919746113961775
advection_diffusion,26090424,heldout_harmonic_mode,minus,0.04861941170837003,0.0019197461139617755
advection_diffusion,26090424,heldout_two_lobe_mode,plus,0.04861966863721754,0.0015132658141173653
advection_diffusion,26090424,heldout_two_lobe_mode,minus,0.04861918170460448,0.0015475966141568723
advection_diffusion,26090425,heldout_harmonic_mode,plus,0.04861944532792957,0.0019197461139617757
advection_diffusion,26090425,heldout_harmonic_mode,minus,0.04861941170837004,0.001919746113961775
advection_diffusion,26090425,heldout_two_lobe_mode,plus,0.048619668637217554,0.001513265814117365
advection_diffusion,26090425,heldout_two_lobe_mode,minus,0.04861918170460448,0.0015475966141568723
advection_diffusion,26090426,heldout_harmonic_mode,plus,0.04861944532792955,0.0019197461139617755
advection_diffusion,26090426,heldout_harmonic_mode,minus,0.048619411708370024,0.0019197461139617753
advection_diffusion,26090426,heldout_two_lobe_mode,plus,0.048619668637217506,0.001513265814117365
advection_diffusion,26090426,heldout_two_lobe_mode,minus,0.04861918170460446,0.0015475966141568723
advection_diffusion,26090427,heldout_harmonic_mode,plus,0.048619445327929556,0.0019197461139617755
advection_diffusion,26090427,heldout_harmonic_mode,minus,0.04861941170837003,0.0019197461139617755
advection_diffusion,26090427,heldout_two_lobe_mode,plus,0.04861966863721754,0.0015132658141173655
advection_diffusion,26090427,heldout_two_lobe_mode,minus,0.04861918170460445,0.0015475966141568725
advection_diffusion,26090428,heldout_harmonic_mode,plus,0.048619445327929584,0.0019197461139617755
advection_diffusion,26090428,heldout_harmonic_mode,minus,0.04861941170837003,0.0019197461139617753
advection_diffusion,26090428,heldout_two_lobe_mode,plus,0.048619668637217554,0.0015132658141173653
advection_diffusion,26090428,heldout_two_lobe_mode,minus,0.04861918170460447,0.0015475966141568723
advection_diffusion,26090429,heldout_harmonic_mode,plus,0.048619445327929604,0.0019197461139617755
advection_diffusion,26090429,heldout_harmonic_mode,minus,0.04861941170837003,0.0019197461139617757
advection_diffusion,26090429,heldout_two_lobe_mode,plus,0.048619668637217554,0.0015132658141173653
advection_diffusion,26090429,heldout_two_lobe_mode,minus,0.04861918170460445,0.0015475966141568723
advection_diffusion,26090430,heldout_harmonic_mode,plus,0.048619445327929584,0.0019197461139617755
advection_diffusion,26090430,heldout_harmonic_mode,minus,0.04861941170837006,0.0019197461139617757
advection_diffusion,26090430,heldout_two_lobe_mode,plus,0.048619668637217534,0.0015132658141173653
advection_diffusion,26090430,heldout_two_lobe_mode,minus,0.04861918170460447,0.0015475966141568723
advection_diffusion,26090431,heldout_harmonic_mode,plus,0.048619445327929584,0.0019197461139617755
advection_diffusion,26090431,heldout_harmonic_mode,minus,0.04861941170837005,0.0019197461139617755
advection_diffusion,26090431,heldout_two_lobe_mode,plus,0.04861966863721756,0.001513265814117365
advection_diffusion,26090431,heldout_two_lobe_mode,minus,0.04861918170460448,0.0015475966141568723
advection_diffusion,26090432,heldout_harmonic_mode,plus,0.048619445327929584,0.0019197461139617753
advection_diffusion,26090432,heldout_harmonic_mode,minus,0.048619411708370024,0.0019197461139617753
advection_diffusion,26090432,heldout_two_lobe_mode,plus,0.048619668637217534,0.0015132658141173655
advection_diffusion,26090432,heldout_two_lobe_mode,minus,0.04861918170460447,0.0015475966141568725
advection_diffusion,26090433,heldout_harmonic_mode,plus,0.04861944532792955,0.0019197461139617755
advection_diffusion,26090433,heldout_harmonic_mode,minus,0.04861941170837003,0.0019197461139617757
advection_diffusion,26090433,heldout_two_lobe_mode,plus,0.048619668637217534,0.0015132658141173655
advection_diffusion,26090433,heldout_two_lobe_mode,minus,0.04861918170460447,0.0015475966141568725
advection_diffusion,26090434,heldout_harmonic_mode,plus,0.04861944532792957,0.0019197461139617755
advection_diffusion,26090434,heldout_harmonic_mode,minus,0.04861941170837003,0.0019197461139617753
advection_diffusion,26090434,heldout_two_lobe_mode,plus,0.048619668637217554,0.0015132658141173655
advection_diffusion,26090434,heldout_two_lobe_mode,minus,0.04861918170460447,0.0015475966141568728
advection_diffusion,26090435,heldout_harmonic_mode,plus,0.048619445327929604,0.0019197461139617753
advection_diffusion,26090435,heldout_harmonic_mode,minus,0.04861941170837005,0.0019197461139617753
advection_diffusion,26090435,heldout_two_lobe_mode,plus,0.04861966863721757,0.0015132658141173653
advection_diffusion,26090435,heldout_two_lobe_mode,minus,0.04861918170460448,0.0015475966141568723
advection_diffusion,26090436,heldout_harmonic_mode,plus,0.04861944532792957,0.0019197461139617753
advection_diffusion,26090436,heldout_harmonic_mode,minus,0.04861941170837003,0.0019197461139617753
advection_diffusion,26090436,heldout_two_lobe_mode,plus,0.048619668637217554,0.0015132658141173655
advection_diffusion,26090436,heldout_two_lobe_mode,minus,0.048619181704604476,0.0015475966141568725
advection_diffusion,26090437,heldout_harmonic_mode,plus,0.048619445327929584,0.001919746113961776
advection_diffusion,26090437,heldout_harmonic_mode,minus,0.04861941170837003,0.0019197461139617753
advection_diffusion,26090437,heldout_two_lobe_mode,plus,0.048619668637217554,0.0015132658141173653
advection_diffusion,26090437,heldout_two_lobe_mode,minus,0.04861918170460447,0.0015475966141568728
advection_diffusion,26090438,heldout_harmonic_mode,plus,0.048619445327929584,0.0019197461139617755
advection_diffusion,26090438,heldout_harmonic_mode,minus,0.04861941170837003,0.0019197461139617755
advection_diffusion,26090438,heldout_two_lobe_mode,plus,0.04861966863721757,0.0015132658141173653
advection_diffusion,26090438,heldout_two_lobe_mode,minus,0.04861918170460448,0.0015475966141568723
advection_diffusion,26090439,heldout_harmonic_mode,plus,0.04861944532792957,0.0019197461139617755
advection_diffusion,26090439,heldout_harmonic_mode,minus,0.04861941170837006,0.0019197461139617753
advection_diffusion,26090439,heldout_two_lobe_mode,plus,0.04861966863721756,0.0015132658141173653
advection_diffusion,26090439,heldout_two_lobe_mode,minus,0.04861918170460448,0.0015475966141568723
advection_diffusion,26090440,heldout_harmonic_mode,plus,0.04861944532792957,0.0019197461139617753
advection_diffusion,26090440,heldout_harmonic_mode,minus,0.04861941170837004,0.0019197461139617757
advection_diffusion,26090440,heldout_two_lobe_mode,plus,0.048619668637217554,0.0015132658141173653
advection_diffusion,26090440,heldout_two_lobe_mode,minus,0.04861918170460447,0.0015475966141568725
advection_diffusion,26090441,heldout_harmonic_mode,plus,0.048619445327929604,0.0019197461139617755
advection_diffusion,26090441,heldout_harmonic_mode,minus,0.04861941170837005,0.0019197461139617753
advection_diffusion,26090441,heldout_two_lobe_mode,plus,0.04861966863721757,0.0015132658141173653
advection_diffusion,26090441,heldout_two_lobe_mode,minus,0.04861918170460448,0.0015475966141568723
advection_diffusion,26090442,heldout_harmonic_mode,plus,0.04861944532792957,0.0019197461139617757
advection_diffusion,26090442,heldout_harmonic_mode,minus,0.04861941170837001,0.0019197461139617753
advection_diffusion,26090442,heldout_two_lobe_mode,plus,0.04861966863721754,0.0015132658141173653
advection_diffusion,26090442,heldout_two_lobe_mode,minus,0.04861918170460445,0.0015475966141568725
advection_diffusion,26090443,heldout_harmonic_mode,plus,0.048619445327929584,0.001919746113961776
advection_diffusion,26090443,heldout_harmonic_mode,minus,0.04861941170837004,0.001919746113961775
advection_diffusion,26090443,heldout_two_lobe_mode,plus,0.04861966863721756,0.0015132658141173655
advection_diffusion,26090443,heldout_two_lobe_mode,minus,0.04861918170460448,0.0015475966141568725
advection_diffusion,26090444,heldout_harmonic_mode,plus,0.04861944532792958,0.0019197461139617755
advection_diffusion,26090444,heldout_harmonic_mode,minus,0.048619411708370024,0.0019197461139617753
advection_diffusion,26090444,heldout_two_lobe_mode,plus,0.04861966863721752,0.0015132658141173655
advection_diffusion,26090444,heldout_two_lobe_mode,minus,0.04861918170460445,0.0015475966141568723
advection_diffusion,26090445,heldout_harmonic_mode,plus,0.048619445327929584,0.0019197461139617755
advection_diffusion,26090445,heldout_harmonic_mode,minus,0.04861941170837006,0.0019197461139617753
advection_diffusion,26090445,heldout_two_lobe_mode,plus,0.04861966863721756,0.0015132658141173655
advection_diffusion,26090445,heldout_two_lobe_mode,minus,0.04861918170460448,0.0015475966141568723
