model,seed,family,direction,relaxation_rate,equilibrium_gain,normalized_trajectory_l2_error
maxwell,26092407,calibration_mode_a,plus,0.05,0.05,2.516180439936549e-05
maxwell,26092407,calibration_mode_a,plus,0.1,0.0,2.2156900970687846e-05
maxwell,26092407,calibration_mode_a,plus,0.1,0.01,2.3215141310902104e-05
maxwell,26092407,calibration_mode_a,plus,0.1,0.05,2.8155422208499357e-05
maxwell,26092407,calibration_mode_a,plus,0.2,0.0,2.2156900970687846e-05
maxwell,26092407,calibration_mode_a,plus,0.2,0.01,2.406778311306929e-05
maxwell,26092407,calibration_mode_a,plus,0.2,0.05,3.356199309472368e-05
maxwell,26092407,calibration_mode_a,plus,0.4,0.0,2.2156900970687846e-05
maxwell,26092407,calibration_mode_a,plus,0.4,0.01,2.526805965747089e-05
maxwell,26092407,calibration_mode_a,plus,0.4,0.05,4.1470564393183625e-05
maxwell,26092407,calibration_mode_a,minus,0.05,0.0,2.2529178511346625e-05
maxwell,26092407,calibration_mode_a,minus,0.05,0.01,2.3086992670950944e-05
maxwell,26092407,calibration_mode_a,minus,0.05,0.05,2.5540527454321538e-05
maxwell,26092407,calibration_mode_a,minus,0.1,0.0,2.2529178511346625e-05
maxwell,26092407,calibration_mode_a,minus,0.1,0.01,2.3590584073695316e-05
maxwell,26092407,calibration_mode_a,minus,0.1,0.05,2.853537957590564e-05
maxwell,26092407,calibration_mode_a,minus,0.2,0.0,2.2529178511346625e-05
maxwell,26092407,calibration_mode_a,minus,0.2,0.01,2.4444699412489657e-05
maxwell,26092407,calibration_mode_a,minus,0.2,0.05,3.393964612017017e-05
maxwell,26092407,calibration_mode_a,minus,0.4,0.0,2.2529178511346625e-05
maxwell,26092407,calibration_mode_a,minus,0.4,0.01,2.564544217444867e-05
maxwell,26092407,calibration_mode_a,minus,0.4,0.05,4.184083227269754e-05
maxwell,26092407,calibration_mode_b,plus,0.05,0.0,2.8836447716832652e-05
maxwell,26092407,calibration_mode_b,plus,0.05,0.01,2.955664799535508e-05
maxwell,26092407,calibration_mode_b,plus,0.05,0.05,3.259273878625248e-05
maxwell,26092407,calibration_mode_b,plus,0.1,0.0,2.8836447716832652e-05
maxwell,26092407,calibration_mode_b,plus,0.1,0.01,3.019507064455059e-05
maxwell,26092407,calibration_mode_b,plus,0.1,0.05,3.611750907999712e-05
maxwell,26092407,calibration_mode_b,plus,0.2,0.0,2.8836447716832652e-05
maxwell,26092407,calibration_mode_b,plus,0.2,0.01,3.125520904965972e-05
maxwell,26092407,calibration_mode_b,plus,0.2,0.05,4.221238873460017e-05
maxwell,26092407,calibration_mode_b,plus,0.4,0.0,2.8836447716832652e-05
maxwell,26092407,calibration_mode_b,plus,0.4,0.01,3.2699557210444445e-05
maxwell,26092407,calibration_mode_b,plus,0.4,0.05,5.078001764321662e-05
maxwell,26092407,calibration_mode_b,minus,0.05,0.0,1.5645190468704848e-05
maxwell,26092407,calibration_mode_b,minus,0.05,0.01,1.5967654438417024e-05
maxwell,26092407,calibration_mode_b,minus,0.05,0.05,1.7602874979304924e-05
maxwell,26092407,calibration_mode_b,minus,0.1,0.0,1.5645190468704848e-05
maxwell,26092407,calibration_mode_b,minus,0.1,0.01,1.6277116141224713e-05
maxwell,26092407,calibration_mode_b,minus,0.1,0.05,1.9901554615852885e-05
maxwell,26092407,calibration_mode_b,minus,0.2,0.0,1.5645190468704848e-05
maxwell,26092407,calibration_mode_b,minus,0.2,0.01,1.6837005231304242e-05
maxwell,26092407,calibration_mode_b,minus,0.2,0.05,2.4496908257017326e-05
maxwell,26092407,calibration_mode_b,minus,0.4,0.0,1.5645190468704848e-05
maxwell,26092407,calibration_mode_b,minus,0.4,0.01,1.7693040114876246e-05
maxwell,26092407,calibration_mode_b,minus,0.4,0.05,3.174850511635808e-05
maxwell,26092408,calibration_mode_a,plus,0.05,0.0,2.2156900970696516e-05
maxwell,26092408,calibration_mode_a,plus,0.05,0.01,2.271285339822165e-05
maxwell,26092408,calibration_mode_a,plus,0.05,0.05,2.5161804399383622e-05
maxwell,26092408,calibration_mode_a,plus,0.1,0.0,2.2156900970696516e-05
maxwell,26092408,calibration_mode_a,plus,0.1,0.01,2.3215141310932764e-05
maxwell,26092408,calibration_mode_a,plus,0.1,0.05,2.8155422208521644e-05
maxwell,26092408,calibration_mode_a,plus,0.2,0.0,2.2156900970696516e-05
maxwell,26092408,calibration_mode_a,plus,0.2,0.01,2.4067783113088728e-05
maxwell,26092408,calibration_mode_a,plus,0.2,0.05,3.356199309472847e-05
maxwell,26092408,calibration_mode_a,plus,0.4,0.0,2.2156900970696516e-05
maxwell,26092408,calibration_mode_a,plus,0.4,0.01,2.526805965750601e-05
maxwell,26092408,calibration_mode_a,plus,0.4,0.05,4.1470564393226654e-05
maxwell,26092408,calibration_mode_a,minus,0.05,0.0,2.2529178511334204e-05
maxwell,26092408,calibration_mode_a,minus,0.05,0.01,2.3086992670949325e-05
maxwell,26092408,calibration_mode_a,minus,0.05,0.05,2.554052745432247e-05
maxwell,26092408,calibration_mode_a,minus,0.1,0.0,2.2529178511334204e-05
maxwell,26092408,calibration_mode_a,minus,0.1,0.01,2.359058407367955e-05
maxwell,26092408,calibration_mode_a,minus,0.1,0.05,2.853537957591727e-05
maxwell,26092408,calibration_mode_a,minus,0.2,0.0,2.2529178511334204e-05
maxwell,26092408,calibration_mode_a,minus,0.2,0.01,2.4444699412473577e-05
maxwell,26092408,calibration_mode_a,minus,0.2,0.05,3.393964612015808e-05
maxwell,26092408,calibration_mode_a,minus,0.4,0.0,2.2529178511334204e-05
maxwell,26092408,calibration_mode_a,minus,0.4,0.01,2.564544217445541e-05
maxwell,26092408,calibration_mode_a,minus,0.4,0.05,4.1840832272695375e-05
maxwell,26092408,calibration_mode_b,plus,0.05,0.0,2.8836447716815515e-05
maxwell,26092408,calibration_mode_b,plus,0.05,0.01,2.9556647995362012e-05
maxwell,26092408,calibration_mode_b,plus,0.05,0.05,3.25927387862433e-05
maxwell,26092408,calibration_mode_b,plus,0.1,0.0,2.8836447716815515e-05
maxwell,26092408,calibration_mode_b,plus,0.1,0.01,3.019507064455769e-05
maxwell,26092408,calibration_mode_b,plus,0.1,0.05,3.611750908000684e-05
maxwell,26092408,calibration_mode_b,plus,0.2,0.0,2.8836447716815515e-05
maxwell,26092408,calibration_mode_b,plus,0.2,0.01,3.125520904967793e-05
maxwell,26092408,calibration_mode_b,plus,0.2,0.05,4.221238873460171e-05
maxwell,26092408,calibration_mode_b,plus,0.4,0.0,2.8836447716815515e-05
maxwell,26092408,calibration_mode_b,plus,0.4,0.01,3.2699557210440325e-05
maxwell,26092408,calibration_mode_b,plus,0.4,0.05,5.078001764322064e-05
maxwell,26092408,calibration_mode_b,minus,0.05,0.0,1.5645190468706e-05
maxwell,26092408,calibration_mode_b,minus,0.05,0.01,1.5967654438442818e-05
maxwell,26092408,calibration_mode_b,minus,0.05,0.05,1.7602874979318734e-05
maxwell,26092408,calibration_mode_b,minus,0.1,0.0,1.5645190468706e-05
maxwell,26092408,calibration_mode_b,minus,0.1,0.01,1.6277116141227356e-05
maxwell,26092408,calibration_mode_b,minus,0.1,0.05,1.9901554615854878e-05
maxwell,26092408,calibration_mode_b,minus,0.2,0.0,1.5645190468706e-05
maxwell,26092408,calibration_mode_b,minus,0.2,0.01,1.683700523131708e-05
maxwell,26092408,calibration_mode_b,minus,0.2,0.05,2.449690825701417e-05
maxwell,26092408,calibration_mode_b,minus,0.4,0.0,1.5645190468706e-05
maxwell,26092408,calibration_mode_b,minus,0.4,0.01,1.7693040114887047e-05
maxwell,26092408,calibration_mode_b,minus,0.4,0.05,3.1748505116366955e-05
maxwell,26092409,calibration_mode_a,plus,0.05,0.0,2.215690097067242e-05
maxwell,26092409,calibration_mode_a,plus,0.05,0.01,2.2712853398191695e-05
maxwell,26092409,calibration_mode_a,plus,0.05,0.05,2.516180439934359e-05
maxwell,26092409,calibration_mode_a,plus,0.1,0.0,2.215690097067242e-05
maxwell,26092409,calibration_mode_a,plus,0.1,0.01,2.3215141310889894e-05
maxwell,26092409,calibration_mode_a,plus,0.1,0.05,2.8155422208483707e-05
maxwell,26092409,calibration_mode_a,plus,0.2,0.0,2.215690097067242e-05
maxwell,26092409,calibration_mode_a,plus,0.2,0.01,2.4067783113058597e-05
maxwell,26092409,calibration_mode_a,plus,0.2,0.05,3.356199309470542e-05
maxwell,26092409,calibration_mode_a,plus,0.4,0.0,2.215690097067242e-05
maxwell,26092409,calibration_mode_a,plus,0.4,0.01,2.5268059657458707e-05
maxwell,26092409,calibration_mode_a,plus,0.4,0.05,4.147056439315369e-05
maxwell,26092409,calibration_mode_a,minus,0.05,0.0,2.252917851135532e-05
maxwell,26092409,calibration_mode_a,minus,0.05,0.01,2.308699267093712e-05
maxwell,26092409,calibration_mode_a,minus,0.05,0.05,2.5540527454338445e-05
maxwell,26092409,calibration_mode_a,minus,0.1,0.0,2.252917851135532e-05
maxwell,26092409,calibration_mode_a,minus,0.1,0.01,2.359058407368946e-05
maxwell,26092409,calibration_mode_a,minus,0.1,0.05,2.8535379575905843e-05
maxwell,26092409,calibration_mode_a,minus,0.2,0.0,2.252917851135532e-05
maxwell,26092409,calibration_mode_a,minus,0.2,0.01,2.4444699412486797e-05
maxwell,26092409,calibration_mode_a,minus,0.2,0.05,3.393964612015821e-05
maxwell,26092409,calibration_mode_a,minus,0.4,0.0,2.252917851135532e-05
maxwell,26092409,calibration_mode_a,minus,0.4,0.01,2.5645442174441897e-05
maxwell,26092409,calibration_mode_a,minus,0.4,0.05,4.1840832272692156e-05
maxwell,26092409,calibration_mode_b,plus,0.05,0.0,2.8836447716835034e-05
maxwell,26092409,calibration_mode_b,plus,0.05,0.01,2.9556647995360454e-05
maxwell,26092409,calibration_mode_b,plus,0.05,0.05,3.25927387862314e-05
maxwell,26092409,calibration_mode_b,plus,0.1,0.0,2.8836447716835034e-05
maxwell,26092409,calibration_mode_b,plus,0.1,0.01,3.0195070644558503e-05
maxwell,26092409,calibration_mode_b,plus,0.1,0.05,3.611750908002541e-05
maxwell,26092409,calibration_mode_b,plus,0.2,0.0,2.8836447716835034e-05
maxwell,26092409,calibration_mode_b,plus,0.2,0.01,3.125520904966009e-05
maxwell,26092409,calibration_mode_b,plus,0.2,0.05,4.2212388734610624e-05
maxwell,26092409,calibration_mode_b,plus,0.4,0.0,2.8836447716835034e-05
maxwell,26092409,calibration_mode_b,plus,0.4,0.01,3.269955721044255e-05
maxwell,26092409,calibration_mode_b,plus,0.4,0.05,5.078001764323319e-05
maxwell,26092409,calibration_mode_b,minus,0.05,0.0,1.564519046871939e-05
maxwell,26092409,calibration_mode_b,minus,0.05,0.01,1.5967654438424677e-05
maxwell,26092409,calibration_mode_b,minus,0.05,0.05,1.7602874979321668e-05
maxwell,26092409,calibration_mode_b,minus,0.1,0.0,1.564519046871939e-05
maxwell,26092409,calibration_mode_b,minus,0.1,0.01,1.6277116141247688e-05
maxwell,26092409,calibration_mode_b,minus,0.1,0.05,1.9901554615848257e-05
maxwell,26092409,calibration_mode_b,minus,0.2,0.0,1.564519046871939e-05
maxwell,26092409,calibration_mode_b,minus,0.2,0.01,1.6837005231306546e-05
maxwell,26092409,calibration_mode_b,minus,0.2,0.05,2.449690825702897e-05
maxwell,26092409,calibration_mode_b,minus,0.4,0.0,1.564519046871939e-05
maxwell,26092409,calibration_mode_b,minus,0.4,0.01,1.769304011488383e-05
maxwell,26092409,calibration_mode_b,minus,0.4,0.05,3.174850511637345e-05
maxwell,26092410,calibration_mode_a,plus,0.05,0.0,2.215690097068612e-05
maxwell,26092410,calibration_mode_a,plus,0.05,0.01,2.2712853398200033e-05
maxwell,26092410,calibration_mode_a,plus,0.05,0.05,2.516180439934237e-05
maxwell,26092410,calibration_mode_a,plus,0.1,0.0,2.215690097068612e-05
maxwell,26092410,calibration_mode_a,plus,0.1,0.01,2.3215141310904954e-05
maxwell,26092410,calibration_mode_a,plus,0.1,0.05,2.8155422208499286e-05
maxwell,26092410,calibration_mode_a,plus,0.2,0.0,2.215690097068612e-05
maxwell,26092410,calibration_mode_a,plus,0.2,0.01,2.406778311309319e-05
maxwell,26092410,calibration_mode_a,plus,0.2,0.05,3.356199309470141e-05
maxwell,26092410,calibration_mode_a,plus,0.4,0.0,2.215690097068612e-05
maxwell,26092410,calibration_mode_a,plus,0.4,0.01,2.5268059657460293e-05
maxwell,26092410,calibration_mode_a,plus,0.4,0.05,4.147056439319817e-05
maxwell,26092410,calibration_mode_a,minus,0.05,0.0,2.2529178511363827e-05
maxwell,26092410,calibration_mode_a,minus,0.05,0.01,2.3086992670954482e-05
maxwell,26092410,calibration_mode_a,minus,0.05,0.05,2.5540527454350212e-05
maxwell,26092410,calibration_mode_a,minus,0.1,0.0,2.2529178511363827e-05
maxwell,26092410,calibration_mode_a,minus,0.1,0.01,2.3590584073699006e-05
maxwell,26092410,calibration_mode_a,minus,0.1,0.05,2.8535379575926195e-05
maxwell,26092410,calibration_mode_a,minus,0.2,0.0,2.2529178511363827e-05
maxwell,26092410,calibration_mode_a,minus,0.2,0.01,2.444469941251073e-05
maxwell,26092410,calibration_mode_a,minus,0.2,0.05,3.393964612016532e-05
maxwell,26092410,calibration_mode_a,minus,0.4,0.0,2.2529178511363827e-05
maxwell,26092410,calibration_mode_a,minus,0.4,0.01,2.5645442174463544e-05
maxwell,26092410,calibration_mode_a,minus,0.4,0.05,4.1840832272706433e-05
maxwell,26092410,calibration_mode_b,plus,0.05,0.0,2.8836447716838412e-05
maxwell,26092410,calibration_mode_b,plus,0.05,0.01,2.955664799536583e-05
maxwell,26092410,calibration_mode_b,plus,0.05,0.05,3.2592738786255746e-05
maxwell,26092410,calibration_mode_b,plus,0.1,0.0,2.8836447716838412e-05
maxwell,26092410,calibration_mode_b,plus,0.1,0.01,3.019507064455104e-05
maxwell,26092410,calibration_mode_b,plus,0.1,0.05,3.611750908000073e-05
maxwell,26092410,calibration_mode_b,plus,0.2,0.0,2.8836447716838412e-05
maxwell,26092410,calibration_mode_b,plus,0.2,0.01,3.125520904965931e-05
maxwell,26092410,calibration_mode_b,plus,0.2,0.05,4.2212388734592044e-05
maxwell,26092410,calibration_mode_b,plus,0.4,0.0,2.8836447716838412e-05
maxwell,26092410,calibration_mode_b,plus,0.4,0.01,3.269955721044444e-05
maxwell,26092410,calibration_mode_b,plus,0.4,0.05,5.078001764322758e-05
maxwell,26092410,calibration_mode_b,minus,0.05,0.0,1.564519046872347e-05
maxwell,26092410,calibration_mode_b,minus,0.05,0.01,1.596765443842109e-05
maxwell,26092410,calibration_mode_b,minus,0.05,0.05,1.7602874979307933e-05
maxwell,26092410,calibration_mode_b,minus,0.1,0.0,1.564519046872347e-05
maxwell,26092410,calibration_mode_b,minus,0.1,0.01,1.627711614124316e-05
maxwell,26092410,calibration_mode_b,minus,0.1,0.05,1.9901554615849758e-05
maxwell,26092410,calibration_mode_b,minus,0.2,0.0,1.564519046872347e-05
maxwell,26092410,calibration_mode_b,minus,0.2,0.01,1.683700523133077e-05
maxwell,26092410,calibration_mode_b,minus,0.2,0.05,2.449690825703086e-05
maxwell,26092410,calibration_mode_b,minus,0.4,0.0,1.564519046872347e-05
maxwell,26092410,calibration_mode_b,minus,0.4,0.01,1.7693040114891306e-05
maxwell,26092410,calibration_mode_b,minus,0.4,0.05,3.1748505116373765e-05
maxwell,26092411,calibration_mode_a,plus,0.05,0.0,2.2156900970696984e-05
maxwell,26092411,calibration_mode_a,plus,0.05,0.01,2.271285339820847e-05
maxwell,26092411,calibration_mode_a,plus,0.05,0.05,2.5161804399365892e-05
maxwell,26092411,calibration_mode_a,plus,0.1,0.0,2.2156900970696984e-05
maxwell,26092411,calibration_mode_a,plus,0.1,0.01,2.3215141310921258e-05
maxwell,26092411,calibration_mode_a,plus,0.1,0.05,2.8155422208491697e-05
maxwell,26092411,calibration_mode_a,plus,0.2,0.0,2.2156900970696984e-05
maxwell,26092411,calibration_mode_a,plus,0.2,0.01,2.406778311308182e-05
maxwell,26092411,calibration_mode_a,plus,0.2,0.05,3.356199309472637e-05
maxwell,26092411,calibration_mode_a,plus,0.4,0.0,2.2156900970696984e-05
maxwell,26092411,calibration_mode_a,plus,0.4,0.01,2.5268059657491447e-05
maxwell,26092411,calibration_mode_a,plus,0.4,0.05,4.1470564393193376e-05
maxwell,26092411,calibration_mode_a,minus,0.05,0.0,2.2529178511358968e-05
maxwell,26092411,calibration_mode_a,minus,0.05,0.01,2.308699267096024e-05
maxwell,26092411,calibration_mode_a,minus,0.05,0.05,2.55405274543423e-05
maxwell,26092411,calibration_mode_a,minus,0.1,0.0,2.2529178511358968e-05
maxwell,26092411,calibration_mode_a,minus,0.1,0.01,2.359058407370327e-05
maxwell,26092411,calibration_mode_a,minus,0.1,0.05,2.853537957591e-05
maxwell,26092411,calibration_mode_a,minus,0.2,0.0,2.2529178511358968e-05
maxwell,26092411,calibration_mode_a,minus,0.2,0.01,2.4444699412503125e-05
maxwell,26092411,calibration_mode_a,minus,0.2,0.05,3.3939646120172435e-05
maxwell,26092411,calibration_mode_a,minus,0.4,0.0,2.2529178511358968e-05
maxwell,26092411,calibration_mode_a,minus,0.4,0.01,2.564544217446005e-05
maxwell,26092411,calibration_mode_a,minus,0.4,0.05,4.1840832272698505e-05
maxwell,26092411,calibration_mode_b,plus,0.05,0.0,2.8836447716835644e-05
maxwell,26092411,calibration_mode_b,plus,0.05,0.01,2.9556647995358604e-05
maxwell,26092411,calibration_mode_b,plus,0.05,0.05,3.259273878624394e-05
maxwell,26092411,calibration_mode_b,plus,0.1,0.0,2.8836447716835644e-05
maxwell,26092411,calibration_mode_b,plus,0.1,0.01,3.0195070644545482e-05
maxwell,26092411,calibration_mode_b,plus,0.1,0.05,3.611750908001388e-05
maxwell,26092411,calibration_mode_b,plus,0.2,0.0,2.8836447716835644e-05
maxwell,26092411,calibration_mode_b,plus,0.2,0.01,3.1255209049660176e-05
maxwell,26092411,calibration_mode_b,plus,0.2,0.05,4.221238873459138e-05
maxwell,26092411,calibration_mode_b,plus,0.4,0.0,2.8836447716835644e-05
maxwell,26092411,calibration_mode_b,plus,0.4,0.01,3.2699557210441375e-05
maxwell,26092411,calibration_mode_b,plus,0.4,0.05,5.078001764323777e-05
maxwell,26092411,calibration_mode_b,minus,0.05,0.0,1.5645190468734985e-05
maxwell,26092411,calibration_mode_b,minus,0.05,0.01,1.5967654438424654e-05
maxwell,26092411,calibration_mode_b,minus,0.05,0.05,1.7602874979326974e-05
maxwell,26092411,calibration_mode_b,minus,0.1,0.0,1.5645190468734985e-05
maxwell,26092411,calibration_mode_b,minus,0.1,0.01,1.6277116141250412e-05
maxwell,26092411,calibration_mode_b,minus,0.1,0.05,1.990155461589359e-05
maxwell,26092411,calibration_mode_b,minus,0.2,0.0,1.5645190468734985e-05
maxwell,26092411,calibration_mode_b,minus,0.2,0.01,1.6837005231336365e-05
maxwell,26092411,calibration_mode_b,minus,0.2,0.05,2.449690825703244e-05
maxwell,26092411,calibration_mode_b,minus,0.4,0.0,1.5645190468734985e-05
maxwell,26092411,calibration_mode_b,minus,0.4,0.01,1.7693040114911662e-05
maxwell,26092411,calibration_mode_b,minus,0.4,0.05,3.174850511639674e-05
maxwell,26092412,calibration_mode_a,plus,0.05,0.0,2.215690097068552e-05
maxwell,26092412,calibration_mode_a,plus,0.05,0.01,2.2712853398197163e-05
maxwell,26092412,calibration_mode_a,plus,0.05,0.05,2.516180439934975e-05
maxwell,26092412,calibration_mode_a,plus,0.1,0.0,2.215690097068552e-05
maxwell,26092412,calibration_mode_a,plus,0.1,0.01,2.3215141310927153e-05
maxwell,26092412,calibration_mode_a,plus,0.1,0.05,2.815542220849049e-05
maxwell,26092412,calibration_mode_a,plus,0.2,0.0,2.215690097068552e-05
maxwell,26092412,calibration_mode_a,plus,0.2,0.01,2.4067783113081088e-05
maxwell,26092412,calibration_mode_a,plus,0.2,0.05,3.356199309470237e-05
maxwell,26092412,calibration_mode_a,plus,0.4,0.0,2.215690097068552e-05
maxwell,26092412,calibration_mode_a,plus,0.4,0.01,2.5268059657481418e-05
maxwell,26092412,calibration_mode_a,plus,0.4,0.05,4.147056439319669e-05
maxwell,26092412,calibration_mode_a,minus,0.05,0.0,2.252917851135746e-05
maxwell,26092412,calibration_mode_a,minus,0.05,0.01,2.308699267094544e-05
maxwell,26092412,calibration_mode_a,minus,0.05,0.05,2.5540527454343656e-05
maxwell,26092412,calibration_mode_a,minus,0.1,0.0,2.252917851135746e-05
maxwell,26092412,calibration_mode_a,minus,0.1,0.01,2.3590584073705026e-05
maxwell,26092412,calibration_mode_a,minus,0.1,0.05,2.8535379575928923e-05
maxwell,26092412,calibration_mode_a,minus,0.2,0.0,2.252917851135746e-05
maxwell,26092412,calibration_mode_a,minus,0.2,0.01,2.444469941249799e-05
maxwell,26092412,calibration_mode_a,minus,0.2,0.05,3.39396461201677e-05
maxwell,26092412,calibration_mode_a,minus,0.4,0.0,2.252917851135746e-05
maxwell,26092412,calibration_mode_a,minus,0.4,0.01,2.564544217445424e-05
maxwell,26092412,calibration_mode_a,minus,0.4,0.05,4.184083227267651e-05
maxwell,26092412,calibration_mode_b,plus,0.05,0.0,2.8836447716824413e-05
maxwell,26092412,calibration_mode_b,plus,0.05,0.01,2.9556647995351435e-05
maxwell,26092412,calibration_mode_b,plus,0.05,0.05,3.25927387862476e-05
maxwell,26092412,calibration_mode_b,plus,0.1,0.0,2.8836447716824413e-05
maxwell,26092412,calibration_mode_b,plus,0.1,0.01,3.019507064455137e-05
maxwell,26092412,calibration_mode_b,plus,0.1,0.05,3.611750908001014e-05
maxwell,26092412,calibration_mode_b,plus,0.2,0.0,2.8836447716824413e-05
maxwell,26092412,calibration_mode_b,plus,0.2,0.01,3.125520904965854e-05
maxwell,26092412,calibration_mode_b,plus,0.2,0.05,4.22123887346103e-05
maxwell,26092412,calibration_mode_b,plus,0.4,0.0,2.8836447716824413e-05
maxwell,26092412,calibration_mode_b,plus,0.4,0.01,3.26995572104348e-05
maxwell,26092412,calibration_mode_b,plus,0.4,0.05,5.0780017643224574e-05
maxwell,26092412,calibration_mode_b,minus,0.05,0.0,1.564519046872202e-05
maxwell,26092412,calibration_mode_b,minus,0.05,0.01,1.5967654438421157e-05
maxwell,26092412,calibration_mode_b,minus,0.05,0.05,1.7602874979306784e-05
maxwell,26092412,calibration_mode_b,minus,0.1,0.0,1.564519046872202e-05
maxwell,26092412,calibration_mode_b,minus,0.1,0.01,1.627711614125461e-05
maxwell,26092412,calibration_mode_b,minus,0.1,0.05,1.9901554615856138e-05
maxwell,26092412,calibration_mode_b,minus,0.2,0.0,1.564519046872202e-05
maxwell,26092412,calibration_mode_b,minus,0.2,0.01,1.683700523132255e-05
maxwell,26092412,calibration_mode_b,minus,0.2,0.05,2.4496908257021148e-05
maxwell,26092412,calibration_mode_b,minus,0.4,0.0,1.564519046872202e-05
maxwell,26092412,calibration_mode_b,minus,0.4,0.01,1.769304011489464e-05
maxwell,26092412,calibration_mode_b,minus,0.4,0.05,3.174850511637631e-05
maxwell,26092413,calibration_mode_a,plus,0.05,0.0,2.2156900970704956e-05
maxwell,26092413,calibration_mode_a,plus,0.05,0.01,2.2712853398219857e-05
maxwell,26092413,calibration_mode_a,plus,0.05,0.05,2.5161804399380342e-05
maxwell,26092413,calibration_mode_a,plus,0.1,0.0,2.2156900970704956e-05
maxwell,26092413,calibration_mode_a,plus,0.1,0.01,2.3215141310929955e-05
maxwell,26092413,calibration_mode_a,plus,0.1,0.05,2.815542220850823e-05
maxwell,26092413,calibration_mode_a,plus,0.2,0.0,2.2156900970704956e-05
maxwell,26092413,calibration_mode_a,plus,0.2,0.01,2.406778311309099e-05
maxwell,26092413,calibration_mode_a,plus,0.2,0.05,3.3561993094734424e-05
maxwell,26092413,calibration_mode_a,plus,0.4,0.0,2.2156900970704956e-05
maxwell,26092413,calibration_mode_a,plus,0.4,0.01,2.5268059657483512e-05
maxwell,26092413,calibration_mode_a,plus,0.4,0.05,4.147056439321484e-05
maxwell,26092413,calibration_mode_a,minus,0.05,0.0,2.2529178511368485e-05
maxwell,26092413,calibration_mode_a,minus,0.05,0.01,2.3086992670971236e-05
maxwell,26092413,calibration_mode_a,minus,0.05,0.05,2.554052745434421e-05
maxwell,26092413,calibration_mode_a,minus,0.1,0.0,2.2529178511368485e-05
maxwell,26092413,calibration_mode_a,minus,0.1,0.01,2.3590584073709702e-05
maxwell,26092413,calibration_mode_a,minus,0.1,0.05,2.853537957592161e-05
maxwell,26092413,calibration_mode_a,minus,0.2,0.0,2.2529178511368485e-05
maxwell,26092413,calibration_mode_a,minus,0.2,0.01,2.4444699412507682e-05
maxwell,26092413,calibration_mode_a,minus,0.2,0.05,3.3939646120180804e-05
maxwell,26092413,calibration_mode_a,minus,0.4,0.0,2.2529178511368485e-05
maxwell,26092413,calibration_mode_a,minus,0.4,0.01,2.564544217446996e-05
maxwell,26092413,calibration_mode_a,minus,0.4,0.05,4.1840832272694656e-05
maxwell,26092413,calibration_mode_b,plus,0.05,0.0,2.883644771684082e-05
maxwell,26092413,calibration_mode_b,plus,0.05,0.01,2.9556647995353867e-05
maxwell,26092413,calibration_mode_b,plus,0.05,0.05,3.2592738786264785e-05
maxwell,26092413,calibration_mode_b,plus,0.1,0.0,2.883644771684082e-05
maxwell,26092413,calibration_mode_b,plus,0.1,0.01,3.019507064456055e-05
maxwell,26092413,calibration_mode_b,plus,0.1,0.05,3.6117509080009085e-05
maxwell,26092413,calibration_mode_b,plus,0.2,0.0,2.883644771684082e-05
maxwell,26092413,calibration_mode_b,plus,0.2,0.01,3.125520904967717e-05
maxwell,26092413,calibration_mode_b,plus,0.2,0.05,4.2212388734606626e-05
maxwell,26092413,calibration_mode_b,plus,0.4,0.0,2.883644771684082e-05
maxwell,26092413,calibration_mode_b,plus,0.4,0.01,3.269955721043665e-05
maxwell,26092413,calibration_mode_b,plus,0.4,0.05,5.078001764324057e-05
maxwell,26092413,calibration_mode_b,minus,0.05,0.0,1.5645190468726898e-05
maxwell,26092413,calibration_mode_b,minus,0.05,0.01,1.596765443841435e-05
maxwell,26092413,calibration_mode_b,minus,0.05,0.05,1.760287497931608e-05
maxwell,26092413,calibration_mode_b,minus,0.1,0.0,1.5645190468726898e-05
maxwell,26092413,calibration_mode_b,minus,0.1,0.01,1.6277116141233593e-05
maxwell,26092413,calibration_mode_b,minus,0.1,0.05,1.99015546158584e-05
maxwell,26092413,calibration_mode_b,minus,0.2,0.0,1.5645190468726898e-05
maxwell,26092413,calibration_mode_b,minus,0.2,0.01,1.6837005231320292e-05
maxwell,26092413,calibration_mode_b,minus,0.2,0.05,2.4496908257016062e-05
maxwell,26092413,calibration_mode_b,minus,0.4,0.0,1.5645190468726898e-05
maxwell,26092413,calibration_mode_b,minus,0.4,0.01,1.76930401149109e-05
maxwell,26092413,calibration_mode_b,minus,0.4,0.05,3.174850511637495e-05
maxwell,26092414,calibration_mode_a,plus,0.05,0.0,2.215690097068927e-05
maxwell,26092414,calibration_mode_a,plus,0.05,0.01,2.2712853398213633e-05
maxwell,26092414,calibration_mode_a,plus,0.05,0.05,2.51618043993577e-05
maxwell,26092414,calibration_mode_a,plus,0.1,0.0,2.215690097068927e-05
maxwell,26092414,calibration_mode_a,plus,0.1,0.01,2.3215141310918564e-05
maxwell,26092414,calibration_mode_a,plus,0.1,0.05,2.8155422208503006e-05
maxwell,26092414,calibration_mode_a,plus,0.2,0.0,2.215690097068927e-05
maxwell,26092414,calibration_mode_a,plus,0.2,0.01,2.4067783113062297e-05
maxwell,26092414,calibration_mode_a,plus,0.2,0.05,3.356199309471332e-05
maxwell,26092414,calibration_mode_a,plus,0.4,0.0,2.215690097068927e-05
