model,seed,family,direction,relaxation_rate,equilibrium_gain,normalized_trajectory_l2_error
maxwell,26092414,calibration_mode_a,plus,0.4,0.01,2.5268059657472768e-05
maxwell,26092414,calibration_mode_a,plus,0.4,0.05,4.147056439320048e-05
maxwell,26092414,calibration_mode_a,minus,0.05,0.0,2.252917851135282e-05
maxwell,26092414,calibration_mode_a,minus,0.05,0.01,2.308699267095945e-05
maxwell,26092414,calibration_mode_a,minus,0.05,0.05,2.5540527454330693e-05
maxwell,26092414,calibration_mode_a,minus,0.1,0.0,2.252917851135282e-05
maxwell,26092414,calibration_mode_a,minus,0.1,0.01,2.3590584073707615e-05
maxwell,26092414,calibration_mode_a,minus,0.1,0.05,2.8535379575912182e-05
maxwell,26092414,calibration_mode_a,minus,0.2,0.0,2.252917851135282e-05
maxwell,26092414,calibration_mode_a,minus,0.2,0.01,2.4444699412483074e-05
maxwell,26092414,calibration_mode_a,minus,0.2,0.05,3.3939646120149545e-05
maxwell,26092414,calibration_mode_a,minus,0.4,0.0,2.252917851135282e-05
maxwell,26092414,calibration_mode_a,minus,0.4,0.01,2.5645442174451923e-05
maxwell,26092414,calibration_mode_a,minus,0.4,0.05,4.184083227268199e-05
maxwell,26092414,calibration_mode_b,plus,0.05,0.0,2.88364477168388e-05
maxwell,26092414,calibration_mode_b,plus,0.05,0.01,2.955664799536144e-05
maxwell,26092414,calibration_mode_b,plus,0.05,0.05,3.259273878626175e-05
maxwell,26092414,calibration_mode_b,plus,0.1,0.0,2.88364477168388e-05
maxwell,26092414,calibration_mode_b,plus,0.1,0.01,3.019507064455531e-05
maxwell,26092414,calibration_mode_b,plus,0.1,0.05,3.611750908001663e-05
maxwell,26092414,calibration_mode_b,plus,0.2,0.0,2.88364477168388e-05
maxwell,26092414,calibration_mode_b,plus,0.2,0.01,3.1255209049659146e-05
maxwell,26092414,calibration_mode_b,plus,0.2,0.05,4.221238873460539e-05
maxwell,26092414,calibration_mode_b,plus,0.4,0.0,2.88364477168388e-05
maxwell,26092414,calibration_mode_b,plus,0.4,0.01,3.2699557210448436e-05
maxwell,26092414,calibration_mode_b,plus,0.4,0.05,5.078001764323956e-05
maxwell,26092414,calibration_mode_b,minus,0.05,0.0,1.564519046871113e-05
maxwell,26092414,calibration_mode_b,minus,0.05,0.01,1.596765443841874e-05
maxwell,26092414,calibration_mode_b,minus,0.05,0.05,1.7602874979317646e-05
maxwell,26092414,calibration_mode_b,minus,0.1,0.0,1.564519046871113e-05
maxwell,26092414,calibration_mode_b,minus,0.1,0.01,1.6277116141217435e-05
maxwell,26092414,calibration_mode_b,minus,0.1,0.05,1.9901554615853624e-05
maxwell,26092414,calibration_mode_b,minus,0.2,0.0,1.564519046871113e-05
maxwell,26092414,calibration_mode_b,minus,0.2,0.01,1.6837005231321888e-05
maxwell,26092414,calibration_mode_b,minus,0.2,0.05,2.449690825700409e-05
maxwell,26092414,calibration_mode_b,minus,0.4,0.0,1.564519046871113e-05
maxwell,26092414,calibration_mode_b,minus,0.4,0.01,1.7693040114885028e-05
maxwell,26092414,calibration_mode_b,minus,0.4,0.05,3.174850511636729e-05
maxwell,26092415,calibration_mode_a,plus,0.05,0.0,2.2156900970689703e-05
maxwell,26092415,calibration_mode_a,plus,0.05,0.01,2.2712853398194765e-05
maxwell,26092415,calibration_mode_a,plus,0.05,0.05,2.5161804399374074e-05
maxwell,26092415,calibration_mode_a,plus,0.1,0.0,2.2156900970689703e-05
maxwell,26092415,calibration_mode_a,plus,0.1,0.01,2.3215141310913753e-05
maxwell,26092415,calibration_mode_a,plus,0.1,0.05,2.815542220849892e-05
maxwell,26092415,calibration_mode_a,plus,0.2,0.0,2.2156900970689703e-05
maxwell,26092415,calibration_mode_a,plus,0.2,0.01,2.4067783113091984e-05
maxwell,26092415,calibration_mode_a,plus,0.2,0.05,3.3561993094722863e-05
maxwell,26092415,calibration_mode_a,plus,0.4,0.0,2.2156900970689703e-05
maxwell,26092415,calibration_mode_a,plus,0.4,0.01,2.5268059657480415e-05
maxwell,26092415,calibration_mode_a,plus,0.4,0.05,4.147056439317845e-05
maxwell,26092415,calibration_mode_a,minus,0.05,0.0,2.2529178511355926e-05
maxwell,26092415,calibration_mode_a,minus,0.05,0.01,2.3086992670947997e-05
maxwell,26092415,calibration_mode_a,minus,0.05,0.05,2.55405274543226e-05
maxwell,26092415,calibration_mode_a,minus,0.1,0.0,2.2529178511355926e-05
maxwell,26092415,calibration_mode_a,minus,0.1,0.01,2.3590584073692182e-05
maxwell,26092415,calibration_mode_a,minus,0.1,0.05,2.853537957591471e-05
maxwell,26092415,calibration_mode_a,minus,0.2,0.0,2.2529178511355926e-05
maxwell,26092415,calibration_mode_a,minus,0.2,0.01,2.4444699412470694e-05
maxwell,26092415,calibration_mode_a,minus,0.2,0.05,3.393964612015995e-05
maxwell,26092415,calibration_mode_a,minus,0.4,0.0,2.2529178511355926e-05
maxwell,26092415,calibration_mode_a,minus,0.4,0.01,2.56454421744369e-05
maxwell,26092415,calibration_mode_a,minus,0.4,0.05,4.184083227268018e-05
maxwell,26092415,calibration_mode_b,plus,0.05,0.0,2.8836447716837525e-05
maxwell,26092415,calibration_mode_b,plus,0.05,0.01,2.9556647995356893e-05
maxwell,26092415,calibration_mode_b,plus,0.05,0.05,3.2592738786242796e-05
maxwell,26092415,calibration_mode_b,plus,0.1,0.0,2.8836447716837525e-05
maxwell,26092415,calibration_mode_b,plus,0.1,0.01,3.0195070644556e-05
maxwell,26092415,calibration_mode_b,plus,0.1,0.05,3.6117509080005256e-05
maxwell,26092415,calibration_mode_b,plus,0.2,0.0,2.8836447716837525e-05
maxwell,26092415,calibration_mode_b,plus,0.2,0.01,3.125520904964769e-05
maxwell,26092415,calibration_mode_b,plus,0.2,0.05,4.221238873460739e-05
maxwell,26092415,calibration_mode_b,plus,0.4,0.0,2.8836447716837525e-05
maxwell,26092415,calibration_mode_b,plus,0.4,0.01,3.269955721043291e-05
maxwell,26092415,calibration_mode_b,plus,0.4,0.05,5.0780017643221924e-05
maxwell,26092415,calibration_mode_b,minus,0.05,0.0,1.5645190468733992e-05
maxwell,26092415,calibration_mode_b,minus,0.05,0.01,1.5967654438443478e-05
maxwell,26092415,calibration_mode_b,minus,0.05,0.05,1.760287497931282e-05
maxwell,26092415,calibration_mode_b,minus,0.1,0.0,1.5645190468733992e-05
maxwell,26092415,calibration_mode_b,minus,0.1,0.01,1.627711614125059e-05
maxwell,26092415,calibration_mode_b,minus,0.1,0.05,1.990155461588369e-05
maxwell,26092415,calibration_mode_b,minus,0.2,0.0,1.5645190468733992e-05
maxwell,26092415,calibration_mode_b,minus,0.2,0.01,1.68370052313318e-05
maxwell,26092415,calibration_mode_b,minus,0.2,0.05,2.4496908257036638e-05
maxwell,26092415,calibration_mode_b,minus,0.4,0.0,1.5645190468733992e-05
maxwell,26092415,calibration_mode_b,minus,0.4,0.01,1.7693040114892783e-05
maxwell,26092415,calibration_mode_b,minus,0.4,0.05,3.1748505116391864e-05
maxwell,26092416,calibration_mode_a,plus,0.05,0.0,2.2156900970705515e-05
maxwell,26092416,calibration_mode_a,plus,0.05,0.01,2.2712853398214602e-05
maxwell,26092416,calibration_mode_a,plus,0.05,0.05,2.51618043993527e-05
maxwell,26092416,calibration_mode_a,plus,0.1,0.0,2.2156900970705515e-05
maxwell,26092416,calibration_mode_a,plus,0.1,0.01,2.321514131091947e-05
maxwell,26092416,calibration_mode_a,plus,0.1,0.05,2.815542220849498e-05
maxwell,26092416,calibration_mode_a,plus,0.2,0.0,2.2156900970705515e-05
maxwell,26092416,calibration_mode_a,plus,0.2,0.01,2.406778311308801e-05
maxwell,26092416,calibration_mode_a,plus,0.2,0.05,3.356199309472517e-05
maxwell,26092416,calibration_mode_a,plus,0.4,0.0,2.2156900970705515e-05
maxwell,26092416,calibration_mode_a,plus,0.4,0.01,2.526805965748544e-05
maxwell,26092416,calibration_mode_a,plus,0.4,0.05,4.147056439318818e-05
maxwell,26092416,calibration_mode_a,minus,0.05,0.0,2.252917851136555e-05
maxwell,26092416,calibration_mode_a,minus,0.05,0.01,2.3086992670949108e-05
maxwell,26092416,calibration_mode_a,minus,0.05,0.05,2.5540527454341755e-05
maxwell,26092416,calibration_mode_a,minus,0.1,0.0,2.252917851136555e-05
maxwell,26092416,calibration_mode_a,minus,0.1,0.01,2.3590584073701665e-05
maxwell,26092416,calibration_mode_a,minus,0.1,0.05,2.8535379575902902e-05
maxwell,26092416,calibration_mode_a,minus,0.2,0.0,2.252917851136555e-05
maxwell,26092416,calibration_mode_a,minus,0.2,0.01,2.4444699412499256e-05
maxwell,26092416,calibration_mode_a,minus,0.2,0.05,3.3939646120178636e-05
maxwell,26092416,calibration_mode_a,minus,0.4,0.0,2.252917851136555e-05
maxwell,26092416,calibration_mode_a,minus,0.4,0.01,2.5645442174445634e-05
maxwell,26092416,calibration_mode_a,minus,0.4,0.05,4.184083227270138e-05
maxwell,26092416,calibration_mode_b,plus,0.05,0.0,2.883644771684337e-05
maxwell,26092416,calibration_mode_b,plus,0.05,0.01,2.9556647995372228e-05
maxwell,26092416,calibration_mode_b,plus,0.05,0.05,3.259273878625129e-05
maxwell,26092416,calibration_mode_b,plus,0.1,0.0,2.883644771684337e-05
maxwell,26092416,calibration_mode_b,plus,0.1,0.01,3.019507064455573e-05
maxwell,26092416,calibration_mode_b,plus,0.1,0.05,3.611750908000787e-05
maxwell,26092416,calibration_mode_b,plus,0.2,0.0,2.883644771684337e-05
maxwell,26092416,calibration_mode_b,plus,0.2,0.01,3.125520904965218e-05
maxwell,26092416,calibration_mode_b,plus,0.2,0.05,4.221238873459352e-05
maxwell,26092416,calibration_mode_b,plus,0.4,0.0,2.883644771684337e-05
maxwell,26092416,calibration_mode_b,plus,0.4,0.01,3.269955721044713e-05
maxwell,26092416,calibration_mode_b,plus,0.4,0.05,5.078001764323544e-05
maxwell,26092416,calibration_mode_b,minus,0.05,0.0,1.5645190468730428e-05
maxwell,26092416,calibration_mode_b,minus,0.05,0.01,1.5967654438443434e-05
maxwell,26092416,calibration_mode_b,minus,0.05,0.05,1.7602874979294112e-05
maxwell,26092416,calibration_mode_b,minus,0.1,0.0,1.5645190468730428e-05
maxwell,26092416,calibration_mode_b,minus,0.1,0.01,1.627711614122805e-05
maxwell,26092416,calibration_mode_b,minus,0.1,0.05,1.9901554615867478e-05
maxwell,26092416,calibration_mode_b,minus,0.2,0.0,1.5645190468730428e-05
maxwell,26092416,calibration_mode_b,minus,0.2,0.01,1.683700523131558e-05
maxwell,26092416,calibration_mode_b,minus,0.2,0.05,2.449690825702981e-05
maxwell,26092416,calibration_mode_b,minus,0.4,0.0,1.5645190468730428e-05
maxwell,26092416,calibration_mode_b,minus,0.4,0.01,1.769304011487755e-05
maxwell,26092416,calibration_mode_b,minus,0.4,0.05,3.174850511635635e-05
maxwell,26092417,calibration_mode_a,plus,0.05,0.0,2.2156900970697553e-05
maxwell,26092417,calibration_mode_a,plus,0.05,0.01,2.2712853398215253e-05
maxwell,26092417,calibration_mode_a,plus,0.05,0.05,2.5161804399373898e-05
maxwell,26092417,calibration_mode_a,plus,0.1,0.0,2.2156900970697553e-05
maxwell,26092417,calibration_mode_a,plus,0.1,0.01,2.3215141310913367e-05
maxwell,26092417,calibration_mode_a,plus,0.1,0.05,2.815542220848997e-05
maxwell,26092417,calibration_mode_a,plus,0.2,0.0,2.2156900970697553e-05
maxwell,26092417,calibration_mode_a,plus,0.2,0.01,2.4067783113093742e-05
maxwell,26092417,calibration_mode_a,plus,0.2,0.05,3.356199309471986e-05
maxwell,26092417,calibration_mode_a,plus,0.4,0.0,2.2156900970697553e-05
maxwell,26092417,calibration_mode_a,plus,0.4,0.01,2.5268059657482373e-05
maxwell,26092417,calibration_mode_a,plus,0.4,0.05,4.147056439320835e-05
maxwell,26092417,calibration_mode_a,minus,0.05,0.0,2.2529178511354896e-05
maxwell,26092417,calibration_mode_a,minus,0.05,0.01,2.308699267096591e-05
maxwell,26092417,calibration_mode_a,minus,0.05,0.05,2.5540527454348203e-05
maxwell,26092417,calibration_mode_a,minus,0.1,0.0,2.2529178511354896e-05
maxwell,26092417,calibration_mode_a,minus,0.1,0.01,2.3590584073687726e-05
maxwell,26092417,calibration_mode_a,minus,0.1,0.05,2.853537957591182e-05
maxwell,26092417,calibration_mode_a,minus,0.2,0.0,2.2529178511354896e-05
maxwell,26092417,calibration_mode_a,minus,0.2,0.01,2.444469941249285e-05
maxwell,26092417,calibration_mode_a,minus,0.2,0.05,3.3939646120151754e-05
maxwell,26092417,calibration_mode_a,minus,0.4,0.0,2.2529178511354896e-05
maxwell,26092417,calibration_mode_a,minus,0.4,0.01,2.5645442174454908e-05
maxwell,26092417,calibration_mode_a,minus,0.4,0.05,4.184083227268364e-05
maxwell,26092417,calibration_mode_b,plus,0.05,0.0,2.8836447716845422e-05
maxwell,26092417,calibration_mode_b,plus,0.05,0.01,2.9556647995380962e-05
maxwell,26092417,calibration_mode_b,plus,0.05,0.05,3.259273878625677e-05
maxwell,26092417,calibration_mode_b,plus,0.1,0.0,2.8836447716845422e-05
maxwell,26092417,calibration_mode_b,plus,0.1,0.01,3.019507064457602e-05
maxwell,26092417,calibration_mode_b,plus,0.1,0.05,3.611750908004317e-05
maxwell,26092417,calibration_mode_b,plus,0.2,0.0,2.8836447716845422e-05
maxwell,26092417,calibration_mode_b,plus,0.2,0.01,3.125520904966167e-05
maxwell,26092417,calibration_mode_b,plus,0.2,0.05,4.2212388734613227e-05
maxwell,26092417,calibration_mode_b,plus,0.4,0.0,2.8836447716845422e-05
maxwell,26092417,calibration_mode_b,plus,0.4,0.01,3.2699557210445495e-05
maxwell,26092417,calibration_mode_b,plus,0.4,0.05,5.078001764324224e-05
maxwell,26092417,calibration_mode_b,minus,0.05,0.0,1.5645190468729022e-05
maxwell,26092417,calibration_mode_b,minus,0.05,0.01,1.596765443843158e-05
maxwell,26092417,calibration_mode_b,minus,0.05,0.05,1.760287497931482e-05
maxwell,26092417,calibration_mode_b,minus,0.1,0.0,1.5645190468729022e-05
maxwell,26092417,calibration_mode_b,minus,0.1,0.01,1.627711614124198e-05
maxwell,26092417,calibration_mode_b,minus,0.1,0.05,1.9901554615857985e-05
maxwell,26092417,calibration_mode_b,minus,0.2,0.0,1.5645190468729022e-05
maxwell,26092417,calibration_mode_b,minus,0.2,0.01,1.6837005231317327e-05
maxwell,26092417,calibration_mode_b,minus,0.2,0.05,2.4496908257028717e-05
maxwell,26092417,calibration_mode_b,minus,0.4,0.0,1.5645190468729022e-05
maxwell,26092417,calibration_mode_b,minus,0.4,0.01,1.7693040114888985e-05
maxwell,26092417,calibration_mode_b,minus,0.4,0.05,3.174850511637969e-05
maxwell,26092418,calibration_mode_a,plus,0.05,0.0,2.215690097067079e-05
maxwell,26092418,calibration_mode_a,plus,0.05,0.01,2.2712853398202025e-05
maxwell,26092418,calibration_mode_a,plus,0.05,0.05,2.5161804399346254e-05
maxwell,26092418,calibration_mode_a,plus,0.1,0.0,2.215690097067079e-05
maxwell,26092418,calibration_mode_a,plus,0.1,0.01,2.32151413109056e-05
maxwell,26092418,calibration_mode_a,plus,0.1,0.05,2.815542220848839e-05
maxwell,26092418,calibration_mode_a,plus,0.2,0.0,2.215690097067079e-05
maxwell,26092418,calibration_mode_a,plus,0.2,0.01,2.406778311307096e-05
maxwell,26092418,calibration_mode_a,plus,0.2,0.05,3.356199309471721e-05
maxwell,26092418,calibration_mode_a,plus,0.4,0.0,2.215690097067079e-05
maxwell,26092418,calibration_mode_a,plus,0.4,0.01,2.5268059657488364e-05
maxwell,26092418,calibration_mode_a,plus,0.4,0.05,4.147056439318647e-05
maxwell,26092418,calibration_mode_a,minus,0.05,0.0,2.2529178511321526e-05
maxwell,26092418,calibration_mode_a,minus,0.05,0.01,2.3086992670929775e-05
maxwell,26092418,calibration_mode_a,minus,0.05,0.05,2.554052745432024e-05
maxwell,26092418,calibration_mode_a,minus,0.1,0.0,2.2529178511321526e-05
maxwell,26092418,calibration_mode_a,minus,0.1,0.01,2.3590584073673906e-05
maxwell,26092418,calibration_mode_a,minus,0.1,0.05,2.8535379575898545e-05
maxwell,26092418,calibration_mode_a,minus,0.2,0.0,2.2529178511321526e-05
maxwell,26092418,calibration_mode_a,minus,0.2,0.01,2.44446994124778e-05
maxwell,26092418,calibration_mode_a,minus,0.2,0.05,3.3939646120144056e-05
maxwell,26092418,calibration_mode_a,minus,0.4,0.0,2.2529178511321526e-05
maxwell,26092418,calibration_mode_a,minus,0.4,0.01,2.564544217442576e-05
maxwell,26092418,calibration_mode_a,minus,0.4,0.05,4.1840832272680514e-05
maxwell,26092418,calibration_mode_b,plus,0.05,0.0,2.8836447716821173e-05
maxwell,26092418,calibration_mode_b,plus,0.05,0.01,2.95566479953637e-05
maxwell,26092418,calibration_mode_b,plus,0.05,0.05,3.25927387862415e-05
maxwell,26092418,calibration_mode_b,plus,0.1,0.0,2.8836447716821173e-05
maxwell,26092418,calibration_mode_b,plus,0.1,0.01,3.0195070644553227e-05
maxwell,26092418,calibration_mode_b,plus,0.1,0.05,3.6117509080001e-05
maxwell,26092418,calibration_mode_b,plus,0.2,0.0,2.8836447716821173e-05
maxwell,26092418,calibration_mode_b,plus,0.2,0.01,3.12552090496551e-05
maxwell,26092418,calibration_mode_b,plus,0.2,0.05,4.221238873462108e-05
maxwell,26092418,calibration_mode_b,plus,0.4,0.0,2.8836447716821173e-05
maxwell,26092418,calibration_mode_b,plus,0.4,0.01,3.269955721043931e-05
maxwell,26092418,calibration_mode_b,plus,0.4,0.05,5.078001764323659e-05
maxwell,26092418,calibration_mode_b,minus,0.05,0.0,1.5645190468705027e-05
maxwell,26092418,calibration_mode_b,minus,0.05,0.01,1.596765443842247e-05
maxwell,26092418,calibration_mode_b,minus,0.05,0.05,1.7602874979310724e-05
maxwell,26092418,calibration_mode_b,minus,0.1,0.0,1.5645190468705027e-05
maxwell,26092418,calibration_mode_b,minus,0.1,0.01,1.6277116141235403e-05
maxwell,26092418,calibration_mode_b,minus,0.1,0.05,1.990155461586503e-05
maxwell,26092418,calibration_mode_b,minus,0.2,0.0,1.5645190468705027e-05
maxwell,26092418,calibration_mode_b,minus,0.2,0.01,1.6837005231302396e-05
maxwell,26092418,calibration_mode_b,minus,0.2,0.05,2.44969082570106e-05
maxwell,26092418,calibration_mode_b,minus,0.4,0.0,1.5645190468705027e-05
maxwell,26092418,calibration_mode_b,minus,0.4,0.01,1.7693040114886393e-05
maxwell,26092418,calibration_mode_b,minus,0.4,0.05,3.174850511636863e-05
maxwell,26092419,calibration_mode_a,plus,0.05,0.0,2.2156900970691404e-05
maxwell,26092419,calibration_mode_a,plus,0.05,0.01,2.2712853398209124e-05
maxwell,26092419,calibration_mode_a,plus,0.05,0.05,2.5161804399370493e-05
maxwell,26092419,calibration_mode_a,plus,0.1,0.0,2.2156900970691404e-05
maxwell,26092419,calibration_mode_a,plus,0.1,0.01,2.3215141310924053e-05
maxwell,26092419,calibration_mode_a,plus,0.1,0.05,2.815542220848969e-05
maxwell,26092419,calibration_mode_a,plus,0.2,0.0,2.2156900970691404e-05
maxwell,26092419,calibration_mode_a,plus,0.2,0.01,2.406778311310013e-05
maxwell,26092419,calibration_mode_a,plus,0.2,0.05,3.3561993094698726e-05
maxwell,26092419,calibration_mode_a,plus,0.4,0.0,2.2156900970691404e-05
maxwell,26092419,calibration_mode_a,plus,0.4,0.01,2.526805965747549e-05
maxwell,26092419,calibration_mode_a,plus,0.4,0.05,4.1470564393191106e-05
maxwell,26092419,calibration_mode_a,minus,0.05,0.0,2.252917851134229e-05
maxwell,26092419,calibration_mode_a,minus,0.05,0.01,2.3086992670940014e-05
maxwell,26092419,calibration_mode_a,minus,0.05,0.05,2.5540527454326736e-05
maxwell,26092419,calibration_mode_a,minus,0.1,0.0,2.252917851134229e-05
maxwell,26092419,calibration_mode_a,minus,0.1,0.01,2.35905840737016e-05
maxwell,26092419,calibration_mode_a,minus,0.1,0.05,2.853537957590295e-05
maxwell,26092419,calibration_mode_a,minus,0.2,0.0,2.252917851134229e-05
maxwell,26092419,calibration_mode_a,minus,0.2,0.01,2.4444699412490236e-05
maxwell,26092419,calibration_mode_a,minus,0.2,0.05,3.393964612016154e-05
maxwell,26092419,calibration_mode_a,minus,0.4,0.0,2.252917851134229e-05
maxwell,26092419,calibration_mode_a,minus,0.4,0.01,2.5645442174447095e-05
maxwell,26092419,calibration_mode_a,minus,0.4,0.05,4.184083227269199e-05
maxwell,26092419,calibration_mode_b,plus,0.05,0.0,2.8836447716819622e-05
maxwell,26092419,calibration_mode_b,plus,0.05,0.01,2.9556647995369365e-05
maxwell,26092419,calibration_mode_b,plus,0.05,0.05,3.259273878624806e-05
maxwell,26092419,calibration_mode_b,plus,0.1,0.0,2.8836447716819622e-05
maxwell,26092419,calibration_mode_b,plus,0.1,0.01,3.019507064455398e-05
maxwell,26092419,calibration_mode_b,plus,0.1,0.05,3.611750908002242e-05
maxwell,26092419,calibration_mode_b,plus,0.2,0.0,2.8836447716819622e-05
maxwell,26092419,calibration_mode_b,plus,0.2,0.01,3.125520904965812e-05
maxwell,26092419,calibration_mode_b,plus,0.2,0.05,4.22123887345946e-05
maxwell,26092419,calibration_mode_b,plus,0.4,0.0,2.8836447716819622e-05
maxwell,26092419,calibration_mode_b,plus,0.4,0.01,3.2699557210439105e-05
maxwell,26092419,calibration_mode_b,plus,0.4,0.05,5.0780017643229256e-05
maxwell,26092419,calibration_mode_b,minus,0.05,0.0,1.5645190468707382e-05
maxwell,26092419,calibration_mode_b,minus,0.05,0.01,1.596765443840073e-05
maxwell,26092419,calibration_mode_b,minus,0.05,0.05,1.7602874979319903e-05
maxwell,26092419,calibration_mode_b,minus,0.1,0.0,1.5645190468707382e-05
maxwell,26092419,calibration_mode_b,minus,0.1,0.01,1.62771161412331e-05
maxwell,26092419,calibration_mode_b,minus,0.1,0.05,1.9901554615843233e-05
maxwell,26092419,calibration_mode_b,minus,0.2,0.0,1.5645190468707382e-05
maxwell,26092419,calibration_mode_b,minus,0.2,0.01,1.6837005231307647e-05
maxwell,26092419,calibration_mode_b,minus,0.2,0.05,2.4496908257025884e-05
maxwell,26092419,calibration_mode_b,minus,0.4,0.0,1.5645190468707382e-05
maxwell,26092419,calibration_mode_b,minus,0.4,0.01,1.769304011488572e-05
maxwell,26092419,calibration_mode_b,minus,0.4,0.05,3.174850511636024e-05
maxwell,26092420,calibration_mode_a,plus,0.05,0.0,2.2156900970680484e-05
maxwell,26092420,calibration_mode_a,plus,0.05,0.01,2.2712853398202124e-05
maxwell,26092420,calibration_mode_a,plus,0.05,0.05,2.516180439935355e-05
maxwell,26092420,calibration_mode_a,plus,0.1,0.0,2.2156900970680484e-05
maxwell,26092420,calibration_mode_a,plus,0.1,0.01,2.321514131089315e-05
maxwell,26092420,calibration_mode_a,plus,0.1,0.05,2.8155422208484463e-05
maxwell,26092420,calibration_mode_a,plus,0.2,0.0,2.2156900970680484e-05
maxwell,26092420,calibration_mode_a,plus,0.2,0.01,2.4067783113068802e-05
maxwell,26092420,calibration_mode_a,plus,0.2,0.05,3.356199309470403e-05
maxwell,26092420,calibration_mode_a,plus,0.4,0.0,2.2156900970680484e-05
maxwell,26092420,calibration_mode_a,plus,0.4,0.01,2.5268059657459612e-05
maxwell,26092420,calibration_mode_a,plus,0.4,0.05,4.1470564393186166e-05
maxwell,26092420,calibration_mode_a,minus,0.05,0.0,2.2529178511341174e-05
maxwell,26092420,calibration_mode_a,minus,0.05,0.01,2.3086992670937036e-05
maxwell,26092420,calibration_mode_a,minus,0.05,0.05,2.554052745433709e-05
maxwell,26092420,calibration_mode_a,minus,0.1,0.0,2.2529178511341174e-05
maxwell,26092420,calibration_mode_a,minus,0.1,0.01,2.3590584073692744e-05
maxwell,26092420,calibration_mode_a,minus,0.1,0.05,2.8535379575902777e-05
maxwell,26092420,calibration_mode_a,minus,0.2,0.0,2.2529178511341174e-05
maxwell,26092420,calibration_mode_a,minus,0.2,0.01,2.4444699412491917e-05
maxwell,26092420,calibration_mode_a,minus,0.2,0.05,3.3939646120156674e-05
maxwell,26092420,calibration_mode_a,minus,0.4,0.0,2.2529178511341174e-05
maxwell,26092420,calibration_mode_a,minus,0.4,0.01,2.5645442174459177e-05
maxwell,26092420,calibration_mode_a,minus,0.4,0.05,4.184083227268156e-05
maxwell,26092420,calibration_mode_b,plus,0.05,0.0,2.883644771682662e-05
maxwell,26092420,calibration_mode_b,plus,0.05,0.01,2.9556647995363168e-05
maxwell,26092420,calibration_mode_b,plus,0.05,0.05,3.2592738786262895e-05
maxwell,26092420,calibration_mode_b,plus,0.1,0.0,2.883644771682662e-05
maxwell,26092420,calibration_mode_b,plus,0.1,0.01,3.0195070644560668e-05
maxwell,26092420,calibration_mode_b,plus,0.1,0.05,3.611750908000949e-05
maxwell,26092420,calibration_mode_b,plus,0.2,0.0,2.883644771682662e-05
maxwell,26092420,calibration_mode_b,plus,0.2,0.01,3.1255209049660325e-05
maxwell,26092420,calibration_mode_b,plus,0.2,0.05,4.221238873461124e-05
maxwell,26092420,calibration_mode_b,plus,0.4,0.0,2.883644771682662e-05
maxwell,26092420,calibration_mode_b,plus,0.4,0.01,3.269955721044088e-05
maxwell,26092420,calibration_mode_b,plus,0.4,0.05,5.078001764322859e-05
maxwell,26092420,calibration_mode_b,minus,0.05,0.0,1.5645190468715805e-05
maxwell,26092420,calibration_mode_b,minus,0.05,0.01,1.5967654438434595e-05
maxwell,26092420,calibration_mode_b,minus,0.05,0.05,1.7602874979317833e-05
maxwell,26092420,calibration_mode_b,minus,0.1,0.0,1.5645190468715805e-05
maxwell,26092420,calibration_mode_b,minus,0.1,0.01,1.6277116141231418e-05
maxwell,26092420,calibration_mode_b,minus,0.1,0.05,1.990155461585188e-05
maxwell,26092420,calibration_mode_b,minus,0.2,0.0,1.5645190468715805e-05
maxwell,26092420,calibration_mode_b,minus,0.2,0.01,1.6837005231313194e-05
maxwell,26092420,calibration_mode_b,minus,0.2,0.05,2.449690825701147e-05
maxwell,26092420,calibration_mode_b,minus,0.4,0.0,1.5645190468715805e-05
maxwell,26092420,calibration_mode_b,minus,0.4,0.01,1.7693040114891174e-05
maxwell,26092420,calibration_mode_b,minus,0.4,0.05,3.174850511636821e-05
maxwell,26092421,calibration_mode_a,plus,0.05,0.0,2.215690097070489e-05
maxwell,26092421,calibration_mode_a,plus,0.05,0.01,2.2712853398239935e-05
maxwell,26092421,calibration_mode_a,plus,0.05,0.05,2.5161804399379705e-05
maxwell,26092421,calibration_mode_a,plus,0.1,0.0,2.215690097070489e-05
maxwell,26092421,calibration_mode_a,plus,0.1,0.01,2.3215141310937294e-05
maxwell,26092421,calibration_mode_a,plus,0.1,0.05,2.8155422208516172e-05
maxwell,26092421,calibration_mode_a,plus,0.2,0.0,2.215690097070489e-05
maxwell,26092421,calibration_mode_a,plus,0.2,0.01,2.406778311309813e-05
maxwell,26092421,calibration_mode_a,plus,0.2,0.05,3.3561993094721955e-05
maxwell,26092421,calibration_mode_a,plus,0.4,0.0,2.215690097070489e-05
maxwell,26092421,calibration_mode_a,plus,0.4,0.01,2.5268059657508205e-05
maxwell,26092421,calibration_mode_a,plus,0.4,0.05,4.147056439319267e-05
maxwell,26092421,calibration_mode_a,minus,0.05,0.0,2.252917851135065e-05
maxwell,26092421,calibration_mode_a,minus,0.05,0.01,2.308699267095566e-05
maxwell,26092421,calibration_mode_a,minus,0.05,0.05,2.554052745431028e-05
maxwell,26092421,calibration_mode_a,minus,0.1,0.0,2.252917851135065e-05
maxwell,26092421,calibration_mode_a,minus,0.1,0.01,2.3590584073708587e-05
maxwell,26092421,calibration_mode_a,minus,0.1,0.05,2.853537957589833e-05
